"Sector","Pillar","Country","Value","Rank"
"Information and Communications Technology","ICT outputs","Iran (Islamic Republic of)",41.03119553,79
"Research, Development and Innovation","Innovation in production","Iran (Islamic Republic of)",44.68834955,26
"Pre-University Education","Knowledge capital","Iran (Islamic Republic of)",55.18224953,66
"Economy","Knowledge competitiveness","Iran (Islamic Republic of)",33.85844047,125
"General Enabling Environment","Political and institutional","Iran (Islamic Republic of)",23.02767046,129
"Research, Development and Innovation","Research and development","Iran (Islamic Republic of)",20.96401096,60
"Research, Development and Innovation","Social innovation","Iran (Islamic Republic of)",33.00801626,34
"General Enabling Environment","Socio-economic","Iran (Islamic Republic of)",39.59062021,120
"Economy","Economic openness","Ireland",62.42860616,9
"Pre-University Education","Educational enabling environment","Ireland",74.12745391,11
"Technical and Vocational Education and Training","Features of the labour market","Ireland",68.60838374,16
"Economy","Financing and value added","Ireland",62.51988531,7
"Technical and Vocational Education and Training","Formation and professional training","Ireland",58.90085615,28
"General Enabling Environment","Health and environment","Ireland",83.94705418,16
"Higher Education","Higher education inputs","Ireland",49.51576526,45
"Higher Education","Higher education outputs and quality","Ireland",63.9377665,7
"Information and Communications Technology","ICT inputs","Ireland",76.79383929,19
"Information and Communications Technology","ICT outputs","Ireland",68.95223353,25
"Research, Development and Innovation","Innovation in production","Ireland",58.41018768,15
"Pre-University Education","Knowledge capital","Ireland",75.78207883,7
"Economy","Knowledge competitiveness","Ireland",65.45422938,13
"General Enabling Environment","Political and institutional","Ireland",89.12739525,12
"Research, Development and Innovation","Research and development","Ireland",41.09367,21
"Research, Development and Innovation","Social innovation","Ireland",36.3223997,24
"General Enabling Environment","Socio-economic","Ireland",68.4690999,27
"Economy","Economic openness","Israel",53.44192828,25
"Pre-University Education","Educational enabling environment","Israel",74.48705488,10
"Technical and Vocational Education and Training","Features of the labour market","Israel",81.89771875,2
"Economy","Financing and value added","Israel",56.85223292,19
"Technical and Vocational Education and Training","Formation and professional training","Israel",39.20782207,108
"General Enabling Environment","Health and environment","Israel",82.66014182,25
"Higher Education","Higher education inputs","Israel",38.86581917,99
"Higher Education","Higher education outputs and quality","Israel",52.74225506,25
"Information and Communications Technology","ICT inputs","Israel",63.98896589,55
"Information and Communications Technology","ICT outputs","Israel",77.22176149,13
"Research, Development and Innovation","Innovation in production","Israel",59.33287708,14
"Pre-University Education","Knowledge capital","Israel",67.90414999,28
"Economy","Knowledge competitiveness","Israel",64.83206068,15
"General Enabling Environment","Political and institutional","Israel",64.74422596,46
"Research, Development and Innovation","Research and development","Israel",71.64839299,1
"Research, Development and Innovation","Social innovation","Israel",31.65166382,38
"General Enabling Environment","Socio-economic","Israel",66.85250116,30
"Economy","Economic openness","Italy",46.5305538,55
"Pre-University Education","Educational enabling environment","Italy",65.21477894,41
"Technical and Vocational Education and Training","Features of the labour market","Italy",65.14076851,25
"Economy","Financing and value added","Italy",45.13845265,52
"Technical and Vocational Education and Training","Formation and professional training","Italy",53.68816719,50
"General Enabling Environment","Health and environment","Italy",86.23800613,5
"Higher Education","Higher education inputs","Italy",47.35308007,59
"Higher Education","Higher education outputs and quality","Italy",54.51259746,19
"Information and Communications Technology","ICT inputs","Italy",64.77002392,51
"Information and Communications Technology","ICT outputs","Italy",59.48495514,34
"Research, Development and Innovation","Innovation in production","Italy",51.21041208,22
"Pre-University Education","Knowledge capital","Italy",64.52983479,46
"Economy","Knowledge competitiveness","Italy",47.58090493,60
"General Enabling Environment","Political and institutional","Italy",64.70999629,49
"Research, Development and Innovation","Research and development","Italy",43.23694304,20
"Research, Development and Innovation","Social innovation","Italy",24.90086766,65
"General Enabling Environment","Socio-economic","Italy",62.32862778,45
"Economy","Economic openness","Japan",43.95419436,63
"Pre-University Education","Educational enabling environment","Japan",58.03730719,72
"Technical and Vocational Education and Training","Features of the labour market","Japan",53.06539913,56
"Economy","Financing and value added","Japan",61.3962276,8
"Technical and Vocational Education and Training","Formation and professional training","Japan",71.23575248,11
"General Enabling Environment","Health and environment","Japan",84.67486543,11
"Higher Education","Higher education inputs","Japan",42.4774248,86
"Higher Education","Higher education outputs and quality","Japan",57.66396462,14
"Information and Communications Technology","ICT inputs","Japan",67.82792179,40
"Information and Communications Technology","ICT outputs","Japan",81.70387242,3
"Research, Development and Innovation","Innovation in production","Japan",79.85186971,1
"Pre-University Education","Knowledge capital","Japan",82.98506075,1
"Economy","Knowledge competitiveness","Japan",62.65346256,19
"General Enabling Environment","Political and institutional","Japan",86.81076186,13
"Research, Development and Innovation","Research and development","Japan",66.86995266,3
"Research, Development and Innovation","Social innovation","Japan",36.62607675,22
"General Enabling Environment","Socio-economic","Japan",64.4914851,36
"Economy","Economic openness","Jordan",49.59955919,42
"Pre-University Education","Educational enabling environment","Jordan",57.40245219,76
"Technical and Vocational Education and Training","Features of the labour market","Jordan",52.38671867,61
"Economy","Financing and value added","Jordan",53.72518458,29
"Technical and Vocational Education and Training","Formation and professional training","Jordan",41.85996855,101
"General Enabling Environment","Health and environment","Jordan",71.24171509,75
"Higher Education","Higher education inputs","Jordan",47.99440824,57
"Higher Education","Higher education outputs and quality","Jordan",45.27529109,42
"Information and Communications Technology","ICT inputs","Jordan",60.94285731,61
"Information and Communications Technology","ICT outputs","Jordan",44.31375383,70
"Research, Development and Innovation","Innovation in production","Jordan",19.91342733,87
"Pre-University Education","Knowledge capital","Jordan",39.30946439,112
"Economy","Knowledge competitiveness","Jordan",48.21037951,58
"General Enabling Environment","Political and institutional","Jordan",51.25096163,65
"Research, Development and Innovation","Research and development","Jordan",18.8883753,67
"Research, Development and Innovation","Social innovation","Jordan",22.67809339,72
"General Enabling Environment","Socio-economic","Jordan",41.59093013,117
"Economy","Economic openness","Kazakhstan",36.80112516,88
"Pre-University Education","Educational enabling environment","Kazakhstan",61.77619145,55
