"Pillar","Subpillar","Country","Value","Rank"
"Higher education inputs","Expenditure","Costa Rica",46.2490285047462,32
"Higher education inputs","Expenditure","Croatia",27.8084193470569,64
"Higher education inputs","Expenditure","Cyprus",44.9251705303253,33
"Higher education inputs","Expenditure","Czechia",26.5861234857092,69
"Higher education inputs","Expenditure","Côte d'Ivoire",34.3489581181523,46
"Higher education inputs","Expenditure","Denmark",85.247021709693,2
"Higher education inputs","Expenditure","Dominican Republic",NA,125
"Higher education inputs","Expenditure","Ecuador",52.9815040992623,20
"Higher education inputs","Expenditure","Egypt",NA,125
"Higher education inputs","Expenditure","El Salvador",6.52915351072197,118
"Higher education inputs","Expenditure","Estonia",48.2405934982837,28
"Higher education inputs","Expenditure","Eswatini (Kingdom of)",34.649109494374,45
"Higher education inputs","Expenditure","Ethiopia",52.1165406526953,22
"Higher education inputs","Expenditure","Finland",65.8399292673228,11
"Higher education inputs","Expenditure","France",48.909456244266,27
"Higher education inputs","Expenditure","Gambia",6.77132190922662,117
"Higher education inputs","Expenditure","Georgia",8.34295552973452,111
"Higher education inputs","Expenditure","Germany",54.4984271435759,18
"Higher education inputs","Expenditure","Ghana",25.6924799136885,70
"Higher education inputs","Expenditure","Greece",28.8308169272267,60
"Higher education inputs","Expenditure","Guatemala",8.98782476764018,108
"Higher education inputs","Expenditure","Guinea",21.3382084455047,81
"Higher education inputs","Expenditure","Guyana",2.83222444681488,123
"Higher education inputs","Expenditure","Honduras",23.1626093329963,76
"Higher education inputs","Expenditure","Hong Kong, China (SAR)",43.8450705177054,35
"Higher education inputs","Expenditure","Hungary",25.342471303567,71
"Higher education inputs","Expenditure","Iceland",54.1916306234735,19
"Higher education inputs","Expenditure","India",29.7799647375628,59
"Higher education inputs","Expenditure","Indonesia",13.7051657528918,100
"Higher education inputs","Expenditure","Iran (Islamic Republic of)",28.6195996408471,61
"Higher education inputs","Expenditure","Ireland",36.043671541391,41
"Higher education inputs","Expenditure","Israel",30.7027370396844,56
"Higher education inputs","Expenditure","Italy",30.8113867631251,55
"Higher education inputs","Expenditure","Japan",27.5730234769185,66
"Higher education inputs","Expenditure","Jordan",17.5161262636279,94
"Higher education inputs","Expenditure","Kazakhstan",9.37529427656409,107
"Higher education inputs","Expenditure","Kenya",17.9071085791333,90
"Higher education inputs","Expenditure","Korea (Republic of)",28.4187347315894,63
"Higher education inputs","Expenditure","Kuwait",NA,125
"Higher education inputs","Expenditure","Kyrgyzstan",2.71398179256682,124
"Higher education inputs","Expenditure","Lao People's Democratic Republic",8.24613350583071,112
"Higher education inputs","Expenditure","Latvia",28.5210799987518,62
"Higher education inputs","Expenditure","Lebanon",15.4763997921253,97
"Higher education inputs","Expenditure","Lesotho",10.9481212595495,104
"Higher education inputs","Expenditure","Lithuania",31.8675576629506,53
"Higher education inputs","Expenditure","Luxembourg",55.6107811682396,15
"Higher education inputs","Expenditure","Madagascar",4.29436190576264,121
"Higher education inputs","Expenditure","Malawi",49.3677058864147,26
"Higher education inputs","Expenditure","Malaysia",38.6941880283815,39
"Higher education inputs","Expenditure","Mali",20.4507007108538,82
"Higher education inputs","Expenditure","Malta",42.0343893381178,37
"Higher education inputs","Expenditure","Mauritania",12.0824387986723,103
"Higher education inputs","Expenditure","Mauritius",10.6521568629682,105
"Higher education inputs","Expenditure","Mexico",13.8951723094544,99
"Higher education inputs","Expenditure","Moldova (Republic of)",26.5980440282441,68
"Higher education inputs","Expenditure","Mongolia",8.60910326531667,110
"Higher education inputs","Expenditure","Morocco",18.9290200986388,87
"Higher education inputs","Expenditure","Mozambique",19.401366029713,85
"Higher education inputs","Expenditure","Myanmar",3.59563079090143,122
"Higher education inputs","Expenditure","Namibia",51.3893554129317,23
"Higher education inputs","Expenditure","Nepal",8.10388703154277,113
"Higher education inputs","Expenditure","Netherlands",66.3607245331516,10
"Higher education inputs","Expenditure","New Zealand",49.8333988131124,25
"Higher education inputs","Expenditure","North Macedonia",NA,125
"Higher education inputs","Expenditure","Norway",84.3251439417544,3
"Higher education inputs","Expenditure","Oman",81.3506318952552,4
"Higher education inputs","Expenditure","Pakistan",17.6335243149723,93
"Higher education inputs","Expenditure","Panama",19.7727648036598,84
"Higher education inputs","Expenditure","Paraguay",21.9540713771509,78
"Higher education inputs","Expenditure","Peru",14.8160959757197,98
"Higher education inputs","Expenditure","Philippines",5.84523167481022,119
"Higher education inputs","Expenditure","Poland",35.5865221474073,44
"Higher education inputs","Expenditure","Portugal",31.9938158448065,52
"Higher education inputs","Expenditure","Qatar",NA,125
"Higher education inputs","Expenditure","Romania",22.2371266945957,77
"Higher education inputs","Expenditure","Russian Federation",23.8686224868952,74
"Higher education inputs","Expenditure","Rwanda",16.8312320745025,95
"Higher education inputs","Expenditure","Saudi Arabia",NA,125
"Higher education inputs","Expenditure","Senegal",42.6243266626885,36
